Level,Date and Time,Source,Event ID,Task Category
Information,6/25/2020 13:32:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:43,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:40,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:32:11,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:32:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:32:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:31:59,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:31:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:31:45,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:31:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:31:42,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name i.ytimg.com timed out after none of the configured DNS servers responded.
Information,6/25/2020 13:31:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:32,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/25/2020 13:31:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:31:23,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Warning,6/25/2020 13:31:23,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:31:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:31:20,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:31:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:31:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:30:34,Netwtw08,6062,None,6062 - Lso was triggered
Warning,6/25/2020 13:30:34,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name safebrowsing.googleapis.com timed out after none of the configured DNS servers responded.
Information,6/25/2020 13:30:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:30:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:29:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:28:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:55,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2046‎-‎02‎-‎23T23:19:04.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/25/2020 13:27:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:27:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:50,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:35,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:26:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:25:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:24:44,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/25/2020 13:24:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:24:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:04,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:23:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:34,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:31,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:27,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:17,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:13,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:12,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:22:08,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:55,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:51,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:46,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:42,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:41,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:37,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:36,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:32,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:19,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:16,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:15,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:10,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:06,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:05,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:21:03,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 13:21:01,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:21:00,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/25/2020 13:20:57,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/25/2020 13:20:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:39,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:30,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:29,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:24,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:20,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:09,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:20:03,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:59,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:58,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:57,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:54,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:49,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:45,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:44,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:33,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/25/2020 13:19:21,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
