Level,Date and Time,Source,Event ID,Task Category
Information,6/30/2020 10:27:25,EventLog,6013,None,The system uptime is 13 seconds.
Information,6/30/2020 10:27:25,EventLog,6005,None,The Event log service was started.
Information,6/30/2020 10:27:25,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Error,6/30/2020 10:27:25,EventLog,6008,None,The previous system shutdown at 14:23:52 on ‎29/‎06/‎2020 was unexpected.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Error,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,29,None,Windows failed fast startup with error status 0xC00000D4.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,6/30/2020 10:27:12,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2020‎-‎06‎-‎30T08:27:12.500000000Z.
Warning,6/29/2020 14:24:23,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 14:24:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/29/2020 14:24:22,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 14:24:22,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/29/2020 14:15:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 12:10:29,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/29/2020 12:07:01,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/29/2020 12:00:00,EventLog,6013,None,The system uptime is 17779 seconds.
Warning,6/29/2020 11:59:24,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 11:46:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 10:28:53,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ4MV-E046963F.LENOVOCOMPANION
Information,6/29/2020 10:28:53,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ4MV-E046963F.LENOVOCOMPANION
Information,6/29/2020 10:28:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\E046963F.LenovoCompanion_k1h2ywk1493x8\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,6/29/2020 10:28:47,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\E046963F.LenovoCompanion_10.2006.30.0_x64__k1h2ywk1493x8\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/29/2020 10:19:45,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,6/29/2020 9:55:37,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 9:47:53,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/29/2020 9:47:52,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/29/2020 9:13:58,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 9:00:55,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 8:59:37,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 8:58:24,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 8:56:55,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 8:56:01,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,6/29/2020 8:50:44,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 8:48:19,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/29/2020 8:48:18,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Warning,6/29/2020 8:39:12,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 8:39:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 8:39:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 8:38:57,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,6/29/2020 8:26:28,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 8:26:26,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/29/2020 8:26:25,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/29/2020 8:22:51,Microsoft-Windows-Ntfs,98,None,Volume Windows-SSD (\Device\HarddiskVolumeShadowCopy4) is healthy.  No action is needed.
Information,6/29/2020 8:22:50,Volsnap,33,None,The oldest shadow copy of volume C: was deleted to keep disk space usage for shadow copies of volume C: below the user defined limit.
Warning,6/29/2020 8:21:54,Microsoft-Windows-Time-Service,134,None,"NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)"
Information,6/29/2020 8:21:53,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,6/29/2020 8:21:53,Microsoft-Windows-Time-Service,134,None,"NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)"
Warning,6/29/2020 8:17:35,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 8:10:10,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/29/2020 7:54:55,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Error,6/29/2020 7:53:05,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for sv-SE because it's not installed.
Error,6/29/2020 7:53:05,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for nb-NO because it's not installed.
Error,6/29/2020 7:53:05,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for fi-FI because it's not installed.
Error,6/29/2020 7:53:05,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for da-DK because it's not installed.
Error,6/29/2020 7:52:50,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for sv-SE because it's not installed.
Error,6/29/2020 7:52:50,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for nb-NO because it's not installed.
Error,6/29/2020 7:52:50,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for fi-FI because it's not installed.
Error,6/29/2020 7:52:50,Microsoft-Windows-LanguagePackSetup,1040,Removing language pack,Cannot uninstall language pack for da-DK because it's not installed.
Information,6/29/2020 7:52:50,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/29/2020 7:52:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/29/2020 7:52:49,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/29/2020 7:42:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2046‎-‎02‎-‎23T23:19:04.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:09:59,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/29/2020 7:08:36,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.417.0)
Information,6/29/2020 7:08:31,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.319.417.0)
Information,6/29/2020 7:08:31,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Update for Microsoft Defender Antivirus antimalware platform - KB4052623 (Version 4.18.2006.10)
Information,6/29/2020 7:08:24,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2024‎-‎05‎-‎21T17:05:18.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:08:21,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Update for Microsoft Defender Antivirus antimalware platform - KB4052623 (Version 4.18.2006.10)
Information,6/29/2020 7:08:20,Microsoft-Windows-FilterManager,1,None,"File System Filter 'WdFilter' (Version 10.0, ‎2064‎-‎07‎-‎14T08:04:53.000000000Z) unloaded successfully."
Information,6/29/2020 7:08:16,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/29/2020 7:08:16,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/29/2020 7:07:01,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/29/2020 7:06:01,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 7:06:00,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,6/29/2020 7:05:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:05:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscDataProtection
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:05:53,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:04:06,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:04:06,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:03:59,Netwtw08,6062,None,6062 - Lso was triggered
Information,6/29/2020 7:03:58,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/29/2020 7:03:58,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/29/2020 7:03:57,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/29/2020 7:03:57,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/29/2020 7:03:57,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,6/29/2020 7:03:56,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,6/29/2020 7:03:56,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,6/29/2020 7:03:56,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/29/2020 7:03:55,Microsoft-Windows-TPM-WMI,1027,None,The Ownership of the Trusted Platform Module (TPM) hardware on this computer was successfully taken (TPM TakeOwnership command) by the system.
Information,6/29/2020 7:03:55,Microsoft-Windows-TPM-WMI,519,None,The TPM has been cleared. Reason: SRK has changed or is not present..
Information,6/29/2020 7:03:53,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,6/29/2020 7:03:52,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Warning,6/29/2020 7:03:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/29/2020 7:03:52,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,6/29/2020 7:03:52,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\Windows\system32\IntelIHVRouter08.dll
"
Information,6/29/2020 7:03:52,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,6/29/2020 7:03:52,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/29/2020 7:03:52,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,6/29/2020 7:03:52,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,6/29/2020 7:03:52,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,6/29/2020 7:03:52,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2084‎-‎07‎-‎24T07:29:44.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) unloaded successfully."
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2077‎-‎06‎-‎12T17:13:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1974‎-‎08‎-‎09T15:33:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:52,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2011‎-‎08‎-‎26T00:27:29.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/29/2020 7:03:51,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,6/29/2020 7:03:51,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,6/29/2020 7:03:51,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,6/29/2020 7:03:51,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,6/29/2020 7:03:49,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,6/29/2020 7:03:49,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,6/29/2020 7:03:49,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,6/29/2020 7:03:48,Netwtw08,7017,None,7017 - secure boot (SB) configuration
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 11 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 9 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 7 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 5 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 10 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 8 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (3 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 173
Minimum performance percentage: 42
Minimum throttle percentage: 3"
Information,6/29/2020 7:03:47,Netwtw08,7010,None,7010 - driver enabled (miniport init)
